"Title","Explosive_List_Corrected","Year","Country"
"THERMAL BEHAVIOR OF NEW OXIDIZER AMMONIUM DINITRAMIDE",";Ammonium Dinitramide (ADN)",2013,"Japan"
"THERMAL BEHAVIOR OF NITROCELLULOSE WITH DIFFERENT AGING PERIODS","Nitrocellulose (NC)",2019,"China"
"THERMAL BEHAVIOUR AND SAFETY OF 1 3 7 9 TETRANITRODIBENZO 1 3A 4 6A TETRAAZAPENTALEN Z TACOT","Tetranitrodibenzo-1,3A,4,6A-Tetrazapentalene (TACOT)",2018,"Poland"
"THERMAL CONDUCTIVITY OF TETRYL BY MODULATED DIFFERENTIAL SCANNING CALORIMETRY","Tetryl",2005,"USA"
"THERMAL DECOMPOSITION AND COMBUSTION CHARACTERISTICS OF AL AP HTPB PROPELLANT","Ammonium Perchlorate;",2021,"China"
"THERMAL DECOMPOSITION AND EVALUATION THERMOKINETIC PARAMETERS FOR EXPLOSIVE TYPE","",2021,"Taiwan"
"THERMAL DECOMPOSITION AND KINETICS OF 2 4 DINITROIMIDAZOLE AN INSENSITIVE HIGH EXPLOSIVE","Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);",2015,"India"
"THERMAL DECOMPOSITION AND KINETICS OF PLASTIC BONDED EXPLOSIVES BASED ON MIXTURE OF HMX AND TATB WITH POLYMER MATRICES","1,3,5-Triamino-2,4,6-Trinitrobenzene (TATB);1,3,5-Trinitrobenzene (TNB);Cyclotetramethylene-Tetranitramine (HMX)",2017,"India"
"THERMAL DECOMPOSITION AND KINETICS STUDIES ON 1 4 DINITROPIPERAZINE DNP","",2008,"China"
"THERMAL DECOMPOSITION AND SAFETY ASSESSMENT OF 3 3 DINITRIMINO 5 5 BIS 1H 1 2 4 TRIAZOLE BY DTA AND ARC","",2018,"China"
"THERMAL DECOMPOSITION BEHAVIORS AND BURNING CHARACTERISTICS OF COMPOSITE PROPELLANTS PREPARED USING COMBINED AMMONIUM PERCHLORATE AMMONIUM NITRATE PARTICLES","Ammonium Nitrate (AN);Ammonium Perchlorate",2018,"Japan"
"THERMAL DECOMPOSITION BEHAVIOUR AND SHELF LIFE OF POLYMER BONDED EXPLOSIVES AND HEXOGEN",";Cyclotrimethylene-Trinitramine (RDX)",2018,NA
"THERMAL DECOMPOSITION ENHANCEMENT OF HMX BY BONDING WITH TIO 2 NANOPARTICLES","Cyclotetramethylene-Tetranitramine (HMX)",2019,"China"
"THERMAL DECOMPOSITION KINETICS AND EXPLOSIVE PROPERTIES OF A MIXTURE BASED ON CIS 1 3 4 6 TETRANITROOCTAHYDROIMIDAZO 4 5 D IMIDAZOLE AND 3 NITRO 1 2 4 TRIAZOL 5 ONE BCHMX NTO","2,4,6-Trinitrotoluene (TNT);3-Nitro-1,2,4-Triazol-5-One (NTO);Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);Hexanitrohexaazaisowurtzitane (CL-20);Nitrotoluene (NT)",2017,"Czech Republic,Egypt"
"THERMAL DECOMPOSITION KINETICS OF 1 METHYL 3 4 5 TRINITROPYRAZOLE","",2012,"India"
"THERMAL DECOMPOSITION KINETICS OF GAP ETPE RDX BASED SOLID PROPELLANT","Cyclotrimethylene-Trinitramine (RDX)",2012,"Korea South"
"THERMAL DECOMPOSITION KINETICS OF POTASSIUM IODATE","",2011,"India"
"THERMAL DECOMPOSITION MECHANISM OF CL 20 AT DIFFERENT TEMPERATURES BY REAXFF REACTIVE MOLECULAR DYNAMICS SIMULATIONS","Hexanitrohexaazaisowurtzitane (CL-20)",2018,"China"
"THERMAL DECOMPOSITION OF 1 3 5 5 TETRANITROHEXAHYDRO PYRIMIDINE A NEW TYPE OF AUTOCATALYSIS THAT PERSISTS AT HIGH TEMPERATURES","",2021,"Russia"
"THERMAL DECOMPOSITION OF AMMONIUM NITRATE","Ammonium Nitrate (AN)",2020,"USA"
"THERMAL DECOMPOSITION OF AMMONIUM NITRATE ON RUST SURFACE RISK OF LOW TEMPERATURE FIRE","Ammonium Nitrate (AN)",2021,"Australia,United Arab Emirates"
"THERMAL DECOMPOSITION OF ENERGETIC MATERIALS USING TG FTIR AND TG MS A STATE OF THE ART REVIEW","",2020,"Algeria"
"THERMAL DECOMPOSITION OF MECHANOACTIVATED AMMONIUM PERCHLORATE","Ammonium Perchlorate",2018,"Russia"
"THERMAL DECOMPOSITION OF ORGANIC PEROXIDES TATP AND HMTD BY T JUMP FTIR SPECTROSCOPY",";Hexamethylene Triperoxide Diamine (HMTD);Triacetone Triperoxide (TATP)",2007,NA
"THERMAL DECOMPOSITION OF PHOTOCURABLE ENERGETIC APNIMMO POLYMER","Poly(3-Nitratomethyl-3-Methyloxetane) (polyNIMMO);",2021,"China"
"THERMAL DECOMPOSITION OF TRIACETONE TRIPEROXIDE BY DIFFERENTIAL SCANNING CALORIMETRY","Triacetone Triperoxide (TATP)",2018,"Taiwan"
"THERMAL DESORPTION AND VAPOR TRANSPORT CHARACTERISTICS IN AN EXPLOSIVE TRACE DETECTOR","Cyclotrimethylene-Trinitramine (RDX);",2011,"USA"
"THERMAL EXPANSION OF ENERGETIC MATERIAL TEX OBTAINED FROM X RAY DIFFRACTION AND FIRST PRINCIPLES CALCULATIONS","4,10-Dinitro-2,6,8,12-Tetraoxa-4,10-Diazawurtzitane (TEX);Hexanitrohexaazaisowurtzitane (CL-20)",2019,"India"
"THERMAL EXPLOSION MODEL AND CALCULATION OF SPHERE FIREWORKS AND CRACKERS","",2012,"China"
"THERMAL EXPLOSIONS OF POLYMER BONDED EXPLOSIVES WITH HIGH TIME AND SPACE RESOLUTION","Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);",2018,"USA,China"
"THERMAL HAZARD ANALYSES OF ORGANIC PEROXIDES AND INORGANIC PEROXIDES BY CALORIMETRIC APPROACHES","",2012,"Taiwan"
"THERMAL HAZARD ANALYSIS OF TRIACETONE TRIPEROXIDE TATP BY DSC AND GC MS","Triacetone Triperoxide (TATP)",2012,"Taiwan,France"
"THERMAL HAZARD ASSESSMENT OF TNT AND DNAN UNDER ADIABATIC CONDITION BY USING ACCELERATING RATE CALORIMETER ARC","2,4,6-Trinitrotoluene (TNT)",2018,"China"
"THERMAL IGNITION OF ADN BASED PROPELLANTS","",2019,"Germany"
"THERMAL INSULATION FOAM HAVING LOW ADHESION FOR HIGH EXPLOSIVES","",2019,NA
"THERMAL KINETIC ANALYSIS THEORETICAL THERMODYNAMIC CALCULATIONS AND ANTIMICROBIAL ACTIVITY OF THREE NEW ENERGETIC MATERIALS","",2018,"Turkey"
"THERMAL OSCILLATIONS IN THE DECOMPOSITION OF ORGANIC PEROXIDES IDENTIFICATION OF A HAZARD UTILIZATION AND SUPPRESSION","Methyl Ethyl Ketone Peroxide (MEKP);Triacetone Triperoxide (TATP);",2013,"Australia"
"THERMAL PERFORMANCE AND DECOMPOSITION KINETICS OF RDX AP SIO2 INTERMOLECULAR EXPLOSIVE","Ammonium Perchlorate;Cyclotrimethylene-Trinitramine (RDX)",2018,"China"
"THERMAL REACTIVITY OF ALUMINIZED POLYMER BONDED EXPLOSIVES BASED ON NON ISOTHERMAL THERMOGRAVIMETRY AND CALORIMETRY MEASUREMENTS","Cyclotetramethylene-Tetranitramine (HMX);",2019,"India"
"THERMAL SAFETY MODEL OF HMX BASED EXPLOSIVES IN DIAMOND TURNING","Cyclotetramethylene-Tetranitramine (HMX)",2021,"China"
"THERMAL SAFETY MODELING OF TATB BASED EXPLOSIVE",";1,3,5-Triamino-2,4,6-Trinitrobenzene (TATB)",2019,NA
"THERMAL SAFETY STUDY ON THE SYNTHESIS OF HMX BY NITROUREA METHOD","Cyclotetramethylene-Tetranitramine (HMX);Nitrourea",2020,"China"
"THERMAL SOLID SAMPLE INTRODUCTION FAST GAS CHROMATOGRAPHY LOW FLOW ION MOBILITY SPECTROMETRY AS A FIELD SCREENING DETECTION SYSTEM","2,4,6-Trinitrotoluene (TNT);Cyclotrimethylene-Trinitramine (RDX);Dinitrotoluene (DNT);Nitroglycerin (NG);",2012,"Iran"
"THERMAL SPECTROSCOPIC CHARACTERIZATION OF ACETONE PEROXIDE AND ACETONE PEROXIDE MIXTURES WITH NITROCOMPOUNDS","2,4,6-Trinitrotoluene (TNT);Ammonium Nitrate (AN);Triacetone Triperoxide (TATP);",2010,"Puerto Rico"
"THERMAL STABILITY AND KINETICS OF DECOMPOSITION OF AMMONIUM NITRATE IN THE PRESENCE OF PYRITE","Ammonium Nitrate (AN)",2009,"Australia"
"THERMAL STABILITY ASSESSMENT OF A NEW ENERGETIC CA II COMPOUND WITH ZTO LIGAND BY DSC AND ARC","",2018,"China"
"THERMAL STABILITY OF EXPLOSIVE MIXTURE WITH ADDITIVES AT DIFFERENT AMBIENT TEMPERATURES","Cyclotrimethylene-Trinitramine (RDX);Propyl Nitrate;",2018,"China"
"THERMAL STUDIES OF NOVEL MOLECULAR PEROVSKITE ENERGETIC MATERIAL C6H14N2 NH4 CLO4 3","",2020,"China,Germany"
"THERMAL STUDY OF APNIMMO CL 20 BASED PROPELLANTS FABRICATED BY 3D PRINTING","Hexanitrohexaazaisowurtzitane (CL-20);Poly(3-Nitratomethyl-3-Methyloxetane) (polyNIMMO)",2021,"China"
"THERMALLY ENHANCED FTIR SPECTROSCOPY APPLIED TO STUDY OF EXPLOSIVES STABILITY","2,4-Dinitroanisole (DNAN);2,4,6-Trinitrotoluene (TNT);",2021,"Poland"
"THERMALLY STABLE AND LOW SENSITIVE ALUMINIZED EXPLOSIVES WITH IMPROVED DETONATION PERFORMANCE","1,3,5-Triamino-2,4,6-Trinitrobenzene (TATB);2,6-Diamino-3,5-Dinitropyrazine-1-Oxide (LLM-105);Cyclotetramethylene-Tetranitramine (HMX);",2021,"China"
"THERMITE POWDER IGNITION BY LOCALIZED MICROWAVES","Thermite;",2012,"Israel"
"THERMO ANALYTICAL STUDY OF 2 2 2 TRINITROETHYL FORMATE AS A NEW OXIDIZER AND ITS PROPELLANT BASED ON A GAP MATRIX IN COMPARISON WITH AMMONIUM DINITRAMIDE","Ammonium Dinitramide (ADN);Glycidyl Azide Polymer",2018,"Germany,Egypt"
"THERMO ANALYTICAL STUDY OF A MELT CAST COMPOSITION BASED ON CIS 1 3 4 6 TETRANITROOCTAHYDROIMIDAZO 4 5 D IMIDAZOLE BCHMX TRINITROTOLUENE TNT COMPARED WITH TRADITIONAL COMPOSITIONS","2,4,6-Trinitrotoluene (TNT);Composition A;Composition B;Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX)",2018,"Czech Republic,Egypt"
"THERMO ANALYTICAL STUDY OF GLYCIDYL AZIDE POLYMER AND ITS EFFECT ON DIFFERENT CYCLIC NITRAMINES","4,10-Dinitro-2,6,8,12-Tetraoxa-4,10-Diazawurtzitane (TEX);Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);Glycidyl Azide Polymer;Hexanitrohexaazaisowurtzitane (CL-20)",2018,"Czech Republic,Egypt"
"THERMO OPTICAL DETERMINATION OF VAPOR PRESSURES OF TNT AND RDX NANOFILMS","2,4,6-Trinitrotoluene (TNT);Cyclotrimethylene-Trinitramine (RDX)",2011,"USA"
"THERMOBARIC AND ENHANCED BLAST EXPLOSIVES TBX AND EBX","",2016,"Turkey"
"THERMOCHEMICAL CALCULATIONS FOR POTASSIUM FERRATE VI K2FEO4 AS A GREEN OXIDIZER IN PYROTECHNIC FORMULATIONS","",2014,NA
"THERMOCHEMICAL PROPERTIES OF DI N N DI 2 4 6 TRINITROPHENYL AMINO ETHYLENEDIAMINE IN DIMETHYL SULFOXIDE AND N METHYL PYRROLIDONE","",2012,"China"
"THERMOCHEMICAL PROPERTIES OF NANOMETER CL 20 AND PETN FABRICATED USING A MECHANICAL MILLING METHOD","Hexanitrohexaazaisowurtzitane (CL-20);Pentaerythritol Tetranitrate (PETN)",2018,"China"
"THERMOCHEMISTRY TAUTOMERISM AND THERMAL DECOMPOSITION OF 1 5 DIAMINOTETRAZOLE A HIGH LEVEL AB INITIO STUDY","",2018,"Russia"
"THERMOCOUPLE TEMPERATURE MEASUREMENTS IN METALIZED EXPLOSIVE FIREBALLS","Nitromethane (NM);",2021,"Canada,USA"
"THERMODYNAMIC ADSORPTION STATES OF TNT AND DNAN ON CORUNDUM AND HEMATITE","2,4-Dinitroanisole (DNAN);2,4,6-Trinitrotoluene (TNT)",2020,"USA"
"THERMODYNAMIC ANALYSIS OF PURE AND IMPURITY DOPED PENTAERYTHRITOL TETRANITRATE CRYSTALS GROWN AT ROOM TEMPERATURE","Pentaerythritol Tetranitrate (PETN)",2007,"USA"
"THERMODYNAMIC PROPERTIES DECOMPOSITION KINETICS AND REACTION MODELS OF BCHMX AND ITS FORMEX BONDED EXPLOSIVE","",2012,"Czech Republic,Egypt"
"THERMODYNAMIC PROPERTIES OF 1 METHYL 4 NITRO 1 2 3 TRIAZOLE","",2020,"Belarus"
"THERMODYNAMIC SUBSTANTIATION OF THE EXISTENCE OF A PHASE TRANSITION POINT WITH A CHANGE IN THE STRUCTURE OF THE SOLID FUEL MIXTURE GLYCIDYL AZIDE POLYMER RDX","Composition A;Cyclotrimethylene-Trinitramine (RDX);Glycidyl Azide Polymer",2012,"Belarus"
"THERMOGRAVIMETRIC STUDY OF VAPOR PRESSURE OF TATP SYNTHESIZED WITHOUT RECRYSTALLIZATION","Triacetone Triperoxide (TATP)",2014,"USA"
"THERMOKINETIC DECOMPOSITION AND SENSITIVITY STUDIES OF 4 4 DIAMINO 3 3 AZOXY FURAZAN DAAF BASED MELT CAST EXPLOSIVE FORMULATIONS","2,4,6-Trinitrotoluene (TNT);Composition A;Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);",2018,"India"
"THERMOLUMINESCENT MICROPARTICLE THERMAL HISTORY SENSORS","",2016,NA
"THIN FILM SENSOR MATERIALS FOR DETECTION OF NITRO AROMATIC EXPLOSIVES","Nitrotoluene (NT);",2018,"India"
"THIN FILM SENSORS FOR NITRO AROMATIC EXPLOSIVE DETECTION","2,4,6-Trinitrotoluene (TNT);Dinitrotoluene (DNT);",2017,"India"
"THIOCYANATE AND NITRITE ANALYSIS USING MINIATURISED ISOTACHOPHORESIS ON A PLANAR POLYMER CHIP","",2011,"UK"
"THIOL BROMO CLICK POLYMERIZATION FOR MULTIFUNCTIONAL POLYMERS SYNTHESIS LIGHT REFRACTION AGGREGATION INDUCED EMISSION AND EXPLOSIVE DETECTION","Picric Acid (PA);",2015,"China"
"THIOPHENE BASED CONJUGATED POLYMERS FOR DETECTION OF EXPLOSIVES","",2010,NA
"THIOPHENE FUNCTIONALIZED SILICON CONTAINING AGGREGATION INDUCED EMISSION ENHANCEMENT MATERIALS APPLICATIONS AS FLUORESCENT PROBES FOR THE DETECTION OF NITROAROMATIC EXPLOSIVES IN AQUEOUS BASED SOLUTIONS","Picric Acid (PA);",2015,"China"
"THREAT DETECTION A FRAMEWORK FOR SECURITY ARCHITECTS AND DESIGNERS OF METROPOLITAN RAIL SYSTEMS","",2014,NA
"THREAT DETECTION OF LIQUID EXPLOSIVES AND PRECURSORS FROM THEIR X RAY SCATTERING PATTERN USING ENERGY DISPERSIVE DETECTOR TECHNOLOGY","",2017,"Denmark"
"THREE DIMENSIONAL NANOGRAPHENE BASED ON TRIPTYCENE FOR DETECTION OF NITROAROMATIC EXPLOSIVES","Nitroglycerin (NG);Picric Acid (PA);",2014,"China"
"THREE FREQUENCY COMPOSITE MULTIPULSE NUCLEAR QUADRUPOLE RESONANCE TECHNIQUE FOR EXPLOSIVE DETECTION","",2012,"Russia,Turkey"
"THREE NOVEL BISMUTH BASED COORDINATION POLYMERS SYNTHESIS STRUCTURE AND LUMINESCENT PROPERTIES","",2017,"China"
"THREE WAY ANALYSIS FROM A SINGLE STEP APPROACH","",2010,NA
"THROUGH BARRIER DETECTION OF EXPLOSIVE COMPONENTS FOR SECURITY SCREENING APPLICATIONS","",2011,"UK"
"THZ DIELECTRIC PROPERTIES OF HIGH EXPLOSIVES CALCULATED BY DENSITY FUNCTIONAL THEORY FOR THE DESIGN OF DETECTORS","2,4,6-Trinitrotoluene (TNT);Cyclotrimethylene-Trinitramine (RDX);",2011,"USA"
"THZ DIELECTRIC PROPERTIES OF MOLECULAR CLUSTERS OF PETN AND TNT CALCULATED BY DENSITY FUNCTIONAL THEORY","2,4,6-Trinitrotoluene (TNT);Pentaerythritol Tetranitrate (PETN)",2012,"USA"
"THZ REFLECTION SPECTROSCOPY OF EXPLOSIVES MEASURED BY TIME DOMAIN SPECTROSCOPY","",2011,"Poland"
"TIME DEPENDENT DELAYED SIGNATURES FROM ENERGETIC PHOTON INTERROGATIONS","",2007,"USA"
"TIME DOMAIN TERAHERTZ IMAGING OF THREATS IN LUGGAGE AND PERSONNEL","",2007,"USA"
"TIME DOMAIN TERAHERTZ SPECTROSCOPY AND DENSITY FUNCTIONAL THEORY STUDIES OF NITRO NITROGEN RICH ARYL TETRAZOLE DERIVATIVES","2,4,6-Trinitrotoluene (TNT);",2020,"India,China"
"TIME OF FLIGHT MASS SPECTROMETRY FOR EXPLOSIVES TRACE DETECTION","",2012,"Sweden"
"TIME OF FLIGHT MASS SPECTROMETRY OF LASER EXPLODING FOIL INITIATED PETN SAMPLES","Pentaerythritol Tetranitrate (PETN)",2017,"USA"
"TIME RESOLVED FLUORESCENCE SPECTROSCOPY AND MOLECULAR DYNAMICS SIMULATIONS POINT OUT THE EFFECTS OF PRESSURE ON THE STABILITY AND DYNAMICS OF THE PORCINE ODORANT BINDING PROTEIN","",2008,"Italy,Czech Republic,USA"
"TIME RESOLVED MEASUREMENTS OF NEAR INFRARED EMISSION SPECTRA FROM EXPLOSIONS PURE PENTAERYTHRITOL TETRANITRATE AND ITS MIXTURES CONTAINING SILVER AND ALUMINUM PARTICLES","Pentaerythritol Tetranitrate (PETN)",2010,"USA"
"TIME RESOLVED SPECTRAL CHARACTERISTICS OF EXTERNAL CAVITY QUANTUM CASCADE LASERS AND THEIR APPLICATION TO STAND OFF DETECTION OF EXPLOSIVES","2,4,6-Trinitrotoluene (TNT);",2010,"Germany"
"TIME RESOLVED SPECTROSCOPIC STUDIES OF ALUMINIZED EXPLOSIVES CHEMICAL DYNAMICS AND APPARENT TEMPERATURES","Cyclotrimethylene-Trinitramine (RDX);",2012,"USA"
"TITANIUM DIOXIDE NANOPARTICLES BASED COLORIMETRIC SENSORS FOR DETERMINATION OF HYDROGEN PEROXIDE AND TRIACETONE TRIPEROXIDE TATP","Triacetone Triperoxide (TATP)",2019,"Turkey"
"TKX 50 A HIGHLY PROMISING SECONDARY EXPLOSIVE","5,5-Bistetrazole-1,1-Diolate (TKX-50);;Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX)",2021,"Germany"
"TNT AND RDX DEGRADATION AND EXTRACTION FROM CONTAMINATED SOIL USING SUBCRITICAL WATER","2,4,6-Trinitrotoluene (TNT);Cyclotrimethylene-Trinitramine (RDX)",2015,"Korea South"
"TNT DEGRADATION BY NOVEL BACTERIA STRAINS","",2011,NA
"TNT DETECTION WITH 14N NQR MULTIPULSE SEQUENCES AND MATCHED FILTER","2,4,6-Trinitrotoluene (TNT);",2009,"Slovenia"
"TNT EQUIVALENCY IN AN INTERNAL EXPLOSION EVENT","2,4,6-Trinitrotoluene (TNT);",2019,"Israel"
"TNT LEAKAGE THROUGH SEDIMENT TO WATER AND TOXICITY TO NITOCRA SPINIPES","2,4,6-Trinitrotoluene (TNT);",2007,"Sweden"
"TNT OXIDATION BY FENTON REACTION REAGENT RATIO EFFECT ON KINETICS AND EARLY STAGE DEGRADATION PATHWAYS","2,4,6-Trinitrotoluene (TNT);",2011,"France"
"TNT SENSOR BASED ON ACCUMULATION LAYER AND EFFECTIVE DISTANCE OF FRET MECHANISM WITH ULTRA HIGH SENSITIVITY","2,4,6-Trinitrotoluene (TNT);",2021,"China"
"TNT SENSOR STERN VOLMER ANALYSIS OF LUMINESCENCE QUENCHING OF RUTHENIUM BIPYRIDINE","2,4,6-Trinitrotoluene (TNT);",2021,"USA"
"TOPOLOGICAL ANALYSIS OF THE MOLECULAR CHARGE DENSITY AND IMPACT SENSITIVY MODELS OF ENERGETIC MOLECULES","",2011,"Brazil"
"TOTALITARIAN LOSS OF RESPONSIBILITY IN AN EXPLOSIVES PRODUCTION PLANT","",2011,"Czech Republic"
"TOWARD NON INVASIVE DETECTION OF CONCEALED ENERGETIC MATERIALS IN FIELD UNDER AMBIENT LIGHT CONDITIONS","",2011,NA
"TOWARD THE NANOSPRING BASED ARTIFICIAL OLFACTORY SYSTEM FOR TRACE DETECTION OF FLAMMABLE AND EXPLOSIVE VAPORS","2,4,6-Trinitrotoluene (TNT);Triacetone Triperoxide (TATP);",2012,"USA"
"TOWARD WEARABLE SENSORS OPTICAL SENSOR FOR DETECTION OF AMMONIUM NITRATE BASED EXPLOSIVES ANFO AND ANNM","Ammonium Nitrate (AN);Nitromethane (NM)",2017,"USA"
"TOWARDS A COMPACT PORTABLE HANDHELD DEVICE FOR CONTACTLESS REAL TIME STANDOFF DETECTION OF HAZARDOUS SUBSTANCES","",2018,"UK,Germany,Poland"
"TOWARDS DETERMINING RELATIVE DENSITIES FOR COMMON UNKNOWN EXPLOSIVES IN IMPROVISED EXPLOSIVE DEVICES","",2017,"Canada"
"TOWARDS EYE SAFE STANDOFF RAMAN IMAGING SYSTEMS","",2014,"Sweden,Finland"
"TOWARDS GRAPHANE APPLICATIONS IN SECURITY THE ELECTROCHEMICAL DETECTION OF TRINITROTOLUENE IN SEAWATER ON HYDROGENATED GRAPHENE","2,4,6-Trinitrotoluene (TNT)",2014,"Singapore,Czech Republic"
"TOWARDS QUANTIFYING THE FRICTION SENSITIVITY OF ENERGETIC MATERIALS","",2012,NA
"TOWARDS THE DETECTION OF EXPLOSIVE TAGGANTS MICROWAVE AND MILLIMETRE WAVE GAS PHASE SPECTROSCOPIES OF 3 NITROTOLUENE","2,4,6-Trinitrotoluene (TNT);Nitrotoluene (NT)",2018,"France,Netherlands"
"TOWARDS THE DEVELOPMENT OF A LOW COST DEVICE FOR THE DETECTION OF EXPLOSIVES VAPORS BY FLUORESCENCE QUENCHING OF CONJUGATED POLYMERS IN SOLID MATRICES","Dinitrobenzene (DNB);",2017,"Portugal"
"TOWARDS THE FLUOROGENIC DETECTION OF PEROXIDE EXPLOSIVES THROUGH HOSTÑGUEST CHEMISTRY","Triacetone Triperoxide (TATP);",2018,"Spain"
"TOWARDS THE FLUOROGENIC DETECTION OF PEROXIDE EXPLOSIVES THROUGH HOSTÒGUEST CHEMISTRY","Triacetone Triperoxide (TATP);",2018,"Spain"
"TOWARDS ULTRA PORTABLE HYBRID ORGANIC INORGANIC EXPLOSIVES SENSING DEVICES","",2014,NA
"TOXIC EFFECTS OF ORAL 2 AMINO 4 6 DINITROTOLUENE IN THE WESTERN FENCE LIZARD SCELOPORUS OCCIDENTALIS","Dinitrotoluene (DNT)",2011,"USA"
"TOXICITY AND BIOACCUMULATION OF TNT IN MARINE FISH IN SEDIMENT EXPOSURES","2,4,6-Trinitrotoluene (TNT)",2010,"USA"
"TOXICITY AND BIOCONCENTRATION EVALUATION OF RDX AND HMX USING SHEEPSHEAD MINNOWS IN WATER EXPOSURES","Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX)",2010,"USA"
"TOXICITY ASSESSMENT OF ENERGETIC MATERIALS BY USING THE LUMINESCENT BACTERIA INHIBITION TEST","Ammonium Perchlorate;Cyclotrimethylene-Trinitramine (RDX);Pentaerythritol Tetranitrate (PETN);",2021,"Germany"
"TOXICITY OF 2 4 DINITROTOLUENE TO TERRESTRIAL PLANTS IN NATURAL SOILS","2,4-Dinitrotoluene (DNT);Dinitrotoluene (DNT)",2010,"Canada,USA"
"TOXICITY OF EXPLOSIVE COMPOUNDS TO THE MARINE MUSSEL MYTILUS GALLOPROVINCIALIS IN AQUEOUS EXPOSURES","2,4,6-Trinitrotoluene (TNT);Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);",2007,"USA"
"TOXICOLOGICAL CHARACTERIZATION OF 2 4 6 TRINITROTOLUENE ITS TRANSFORMATION PRODUCTS AND TWO NITRAMINE EXPLOSIVES","1,3,5-Trinitrobenzene (TNB);2,4-Dinitrotoluene (DNT);2,4,6-Trinitrotoluene (TNT);Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);Dinitrotoluene (DNT);Nitrotoluene (NT);Trinitrobenzoic Acid",2007,"Germany"
"TOXICOLOGY OF EXPLOSIVES AND FIREWORKS IN SMALL ANIMALS","",2012,"USA"
"TRACE 2 4 DINITROTOLUENE DETECTION USING SUSPENDED MEMBRANE MICRO HOTPLATE BASED ON HEAT ABSORPTION MONITORING","2,4-Dinitrotoluene (DNT);Dinitrotoluene (DNT)",2018,"Iran"
"TRACE ANALYSIS BY ION MOBILITY SPECTROMETRY FROM CONVENTIONAL TO SMART SAMPLE PRECONCENTRATION METHODS A REVIEW","",2018,"Spain"
"TRACE ANALYSIS OF PEROXIDE BASED EXPLOSIVES","Hexamethylene Triperoxide Diamine (HMTD);Triacetone Triperoxide (TATP);",2003,"Netherlands,Germany"
"TRACE ANALYSIS OF PEROXIDE EXPLOSIVES BY HIGH PERFORMANCE LIQUID CHROMATOGRAPHY ATMOSPHERIC PRESSURE CHEMICAL IONIZATION TANDEM MASS SPECTROMETRY HPLC APCI MS MS FOR FORENSIC APPLICATIONS","Hexamethylene Triperoxide Diamine (HMTD);Nitroglycerin (NG);Triacetone Triperoxide (TATP);",2004,"Netherlands"
"TRACE ANALYSIS OF POLLUTANTS BY USE OF HONEYBEES IMMUNOASSAYS AND CHEMILUMINESCENCE DETECTION","",2013,"Italy"
"TRACE ANALYSIS OF UREA NITRATE BY LIQUID CHROMATOGRAPHY UV FLUORESCENCE","Ammonium Nitrate (AN);Urea Nitrate",2011,"USA"
"TRACE DETECTION AND CHEMICAL ANALYSIS OF HOMEMADE FUEL OXIDIZER MIXTURE EXPLOSIVES EMERGING CHALLENGES AND PERSPECTIVES",";Black Powder",2020,"USA"
"TRACE DETECTION AND COMPETITIVE IONIZATION OF ERYTHRITOL TETRANITRATE IN MIXTURES USING DIRECT ANALYSIS IN REAL TIME MASS SPECTROMETRY","Erythritol Tetranitrate (ETN)",2015,"USA"
"TRACE DETECTION AND DISCRIMINATION OF EXPLOSIVES USING ELECTROCHEMICAL POTENTIOMETRIC GAS SENSORS","2,4,6-Trinitrotoluene (TNT);Cyclotrimethylene-Trinitramine (RDX);Pentaerythritol Tetranitrate (PETN);",2011,"USA"
"TRACE DETECTION OF C 4 ON ALUMINUM USING MID INFRARED REFLECTION ABSORPTION QUANTUM CASCADE LASER SPECTROSCOPY","",2022,"USA,Colombia"
"TRACE DETECTION OF EXPLOSIVE AND THEIR DERIVATIVES IN STAND OFF MODE USING TIME GATED RAMAN SPECTROSCOPY","Cyclotrimethylene-Trinitramine (RDX);",2016,"India"
"TRACE DETECTION OF EXPLOSIVE COMPOUNDS BY DIFFERENT LASER BASED TECHNIQUES AT THE ENEA LABORATORIES","Nitroglycerin (NG);",2010,"Italy,Serbia"
"TRACE DETECTION OF EXPLOSIVES AND THEIR PRECURSORS BY SURFACE ENHANCED RAMAN SPECTROSCOPY","",2012,"Italy,Sweden,Switzerland"
"TRACE DETECTION OF EXPLOSIVES USING AN IN LINE HIGH VOLUME SAMPLER PRECONCENTRATOR AND FIDO EXPLOSIVES DETECTOR","",2010,"USA"
