"","AIKeywords"
"7159","METAL-MATRIX EXPLOSIVES"
"7160","IDENTIFICATION TAGGANT"
"7161","DETONATION-CONFINER INTERACTION"
"7162","MATERIAL INTERFACES"
"7163","COMPRESSIBLE FLOWS"
"7164","DETONATION WAVES"
"7165","CIRCULAR ARC"
"7166","EXPERIMENT"
"7167","DESIGN OF EXPERIMENTS"
"7168","NONDESTRUCTIVE EVALUATION"
"7169","RARE EVENT"
"7170","STATISTICAL MODELING"
"7171","UNCERTAINTY QUANTIFICATION"
"7172","ENVIRONMENTAL STABILITY"
"7173","DIFFUSE SCATTERING MEDIUM"
"7174","NUMERICAL COMPUTATION"
"7175","PHOTONS"
"7176","ISOTOPE EFFECT"
"7177","DNA TYPING"
"7178","INSERTION/NULL POLYMORPHISMS"
"7179","MASSIVELY PARALLEL SEQUENCING"
"7180","SHORT TANDEM REPEATS"
"7181","SINGLE NUCLEOTIDE POLYMORPHISMS"
"7182","PARTICIPATORY SENSING"
"7183","RANGING"
"7184","DEBRIS ANALYSIS"
"7185","CRYSTAL PLASTICITY"
"7186","GXS"
"7187","THERMAL-MECHANICAL"
"7188","COUNTER-IMPROVISED EXPLOSIVE DEVICES (IEDS)"
"7189","FORENSIC RECONSTRUCTION"
"7190","MINERALOGY"
"7191","PARTICLE SIZE ANALYSIS"
"7192","QUARTZ GRAIN SURFACE TEXTURE ANALYSIS (QGSTA)"
"7193","MICROTHERMOMETER"
"7194","LETHAL HEAD INJURIES"
"7195","SKULL MODEL"
"7196","SERS SUBSTRATES"
"7197","SMALL-SCALE EXPLOSIVITY DEVICE"
"7198","MATERIALS SCIENCE"
"7199","METAL-SHOCK INTERACTIONS"
"7200","ENVIRONMENTAL SURVEY"
"7201","GEL EXPLOSIVES"
"7202","INORGANIC TRACES"
"7203","SUGARS"
"7204","AN (AMMONIUM NITRATE)"
"7205","PETN (PENTAERYTHRITOL TETRANITRATE)"
"7206","TATP (TRIACETONE TRIPEROXIDE), RDX (HEXAHYDRO-1,3,5-TRINITRO-S-TRIAZINE)"
"7207","TNT (2,4,6-TRINITROTOLUENE)"
"7208","INDUSTRIAL EXPLOSIVE"
"7209","RAW TNT"
"7210","COMPOUNDS"
"7211","ANAEROBIC BIOSLURRY"
"7212","ORDNANCE AND EXPLOSIVES"
"7213","EXPLOSIVE DETECTOR DOGS"
"7214","GC/MS N"
"7215","IGNITABLE LIQUID RESIDUE"
"7216","ITMS"
"7217","AEROBIOLOGY"
"7218","FLOW VISUALIZATION"
"7219","HUMAN BODY"
"7220","HUMAN THERMAL PLUME"
"7221","NATURAL SAMPLING"
"7222","HIGH-FLOW"
"7223","HIGH-RESOLUTION"
"7224","PERSONNEL PORTAL"
"7225","PHOTO-DERIVATIZATION"
"7226","ASSESSMENT"
"7227","DOG BEHAVIOUR"
"7228","EXTERNAL VALIDITY"
"7229","INTERNAL VALIDITY"
"7230","RELIABILITY"
"7231","SPECIALIST SEARCH DOG"
"7232","IDENTIFILER®"
"7233","POLYMERASE CHAIN REACTION"
"7234","CARCINOGENESIS"
"7235","GENE REGULATION"
"7236","MICRORNA"
"7237","MIRNA"
"7238","QRT-PCR"
"7239","TOXICANT"
"7240","FIRECRACKER INJURIES"
"7241","MULTIORGAN FAILURE"
"7242","BLINDNESS"
"7243","EYE TRAUMA"
"7244","OCULOMOTOR"
"7245","QUALITY OF LIFE"
"7246","REHABILITATION"
"7247","VISION"
"7248","VISUAL DISTURBANCE"
"7249","VISUAL FIELD"
"7250","DNA ANALYSIS"
"7251","VICTIM"
"7252","66 MM M72 HIGH EXPLOSIVE ANTI-TANK ROCKET"
"7253","BLAST LUNG"
"7254","EXPLOSIVE INJURY"
"7255","MILITARY WEAPON"
"7256","PEPPERING INJURY"
"7257","BIRDS"
"7258","BOBWHITE"
"7259","AUDITORY DYSFUNCTION"
"7260","CENTRAL AUDITORY PROCESSING"
"7261","HEARING LOSS"
"7262","POLYTRAUMA"
"7263","PREVENTION"
"7264","TINNITUS"
"7265","VESTIBULAR"
"7266","MASS CASUALTIES"
"7267","TERROR"
"7268","TRAUMA EPIDEMIOLOGY"
"7269","FIELD HOSPITAL"
"7270","SHAPED CHARGE EXPLOSIVE"
"7271","WAR INJURIES"
"7272","BASAL CELL CARCINOMA"
"7273","GRENADE"
"7274","MARJOLIN'S ULCER"
"7275","TUMOURIGENIC"
"7276","WAR INJURY"
"7277","BEHAVIORAL INSTRUMENT"
"7278","MILITARY DOG"
"7279","PERSONALITY"
"7280","PREDICTIVE VALIDITY"
"7281","DOG-HANDLER TEAM"
"7282","OLFACTORY"
"7283","BEHAVIORAL"
"7284","DETECTOR DOGS"
"7285","BOMBS"
"7286","ARSONS"
"7287","HUMAN REMAINS"
"7288","LOST PERSONS"
"7289","ATTENTION"
"7290","AUTOMATICITY"
"7291","LOCOMOTION"
"7292","MOTOR-CONTROL"
"7293","QUICK LEARNING"
"7294","TECHNIQUES"
"7295","RESPONSE"
"7296","FENTON-LIKE OXIDATION"
"7297","IRON MINERALS"
"7298","PHYTODEGRADATION"
"7299","UPTAKE"
"7300","VETIVER GRASS"
"7301","1,3,5-TRINITRO-1,3,5-TRIAZINE (RDX)"
"7302","AUTORADIOGRAPHY"
"7303","NUCLEAR WASTE"
"7304","PHOSPHOR IMAGER"
"7305","RADIOACTIVE MATERIAL"
"7306","FLARES"
"7307","NORTHERN BOBWHITE"
"7308","RDX (1,3,5-TRINITRO-1,3,5-TRIAZINE)"
"7309","ENERGETIC POLYMERS"
"7310","LEAD-FREE INITIATORS"
"7311","?-NAPTHOFLAVONE"
"7312","2-ADNT"
"7313","4-ADNT"
"7314","4-DANT"
"7315","5-TNB"
"7316","BIOACCUMULATION"
"7317","CLOTRIMAZOLE"
"7318","HYALELLA AZTECA"
"7319","METABOLISM"
"7320","ACOUSTIC"
"7321","EXPLOSIVE REMOVAL (SEVERANCE)"
"7322","MARINE MAMMAL"
"7323","OFFSHORE STRUCTURES"
"7324","SEA TURTLE"
"7325","MILITARY GUNNERY RANGE"
"7326","ELIMINATION"
"7327","MICROSOMES"
"7328","TISSUE DISTRIBUTION"
"7329","ACUTE TOXICITY"
"7330","BIVALVE"
"7331","CRITICAL BODY RESIDUE"
"7332","EMBRYO-LARVAL DEVELOPMENT"
"7333","MYTILUS GALLOPROVINCIALIS"
"7334","BIOCONCENTRATION FACTOR"
"7335","MARINE"
"7336","ADNT"
"7337","BIOASSAY"
"7338","CROP PLANTS"
"7339","ECOTOXICITY"
"7340","GENOTOXICITY"
"7341","ORDNANCE PLANT"
"7342","ORGANIC MATTER CHEMISTRY"
"7343","2,6-DINITROTOLUENE"
"7344","COLUMN STUDIES"
"7345","HYDRUS-1D"
"7346","RHODOCOCCUS SP. NJUST16"
"7347","SUBCRITICAL WATER"
"7348","EXTRACTION EFFICIENCY"
"7349","GRINDING METHODS"
"7350","METALS ANALYSIS"
"7351","VARIABILITY"
"7352","SALTING-OUT"
"7353","TRAINING RANGES"
"7354","BOMBTURBATION"
"7355","LEACHING"
"7356","PEDOGENESIS"
"7357","PEDOTURBATION"
"7358","WAR AND ENVIRONMENT"
"7359","WWI"
"7360","BASE HYDROLYSIS"
"7361","PARTICLE"
"7362","TRANSPORT"
"7363","2,4,6-TNT"
"7364","ARTIFICIAL SOIL"
"7365","SOXHLET WARM EXTRACTION"
"7366","COMMUNITY STRUCTURE"
"7367","DGGE"
"7368","PSEUDOMONADS"
"7369","MICROARRAYS"
"7370","PHYTOSENSING"
"7371","DISSOLUTION MODEL"
"7372","FATE"
"7373","OUTDOOR TESTS"
"7374","PHOTO-TRANSFORMATION"
"7375","TRITONAL"
"7376","FATE AND TRANSPORT"
"7377","RIVERBANK FILTRATION"
"7378","WATER QUALITY"
"7379","HUMIC MONOMERS"
"7380","IMMOBILIZATION"
"7381","ASSOCIATED ALPHA PARTICLE METHOD"
"7382","EXPLOSIVE DETECTIONS"
"7383","AFFINITY CONSTANT"
"7384","OLIGO(ETHYLENE GLYCOL)"
"7385","APPLICABILITY DOMAIN"
"7386","HIT QSAR"
"7387","TARGETED DESIGN"
"7388","HYBRID POPLAR"
"7389","SITE EVALUATION"
"7390","CRITICAL BODY BURDEN"
"7391","LETHALITY"
"7392","RADIOACTIVITY"
"7393","COLD MARINE SEDIMENT"
"7394","DIAMINOTOLUENE"
"7395","CONSTRUCTED WETLANDS"
"7396","HEXAHYDRO-1,3,5-TRINITRO-1,3,5-TRIAZINE (RDX)"
"7397","PLANT UPTAKE"
"7398","ARSENICALS"
"7399","LEACHATE SAMPLING"
"7400","NANOSCALE ZERO-VALENT IRON"
"7401","CLOUD POINT EXTRACTION"
"7402","SURFACTANTS"
"7403","REMEDIATION"
"7404","SUSTAINABILITY"
"7405","BORON DOPED DIAMOND"
"7406","SEA WATER"
"7407","ULTRASONIC IRRADIATION"
"7408","FENTON PROCESS"
"7409","TNT INDUSTRY WASTEWATER"
"7410","ZERO-VALENT IRON"
"7411","DINOSEB"
"7412","DINOTERB"
"7413","OCTAHYDRO-1,3,5,7-TETRANITRO-1,3,5,7-TETRAZOCINE"
"7414","UV/TIO2"
"7415","AMMUNITION WASTE SITES"
"7416","HIGHLY POLAR NITROAROMATIC COMPOUNDS"
"7417","HPLC-PHOTODIODE ARRAY DETECTION METHOD"
"7418","INTERLABORATORY TESTS"
"7419","DESTEX"
"7420","OVERPRESSURE"
"7421","SUPPRESSION"
"7422","WATER MIST"
"7423","EXPLOSIVES SAMPLE PRESERVATION"
"7424","ACUTE TOXICITY TEST"
"7425","BRAZILIAN TNT INDUSTRY"
"7426","YELLOW WATER"
"7427","MINE WATER"
"7428","NANOFILTRATION"
"7429","REVERSE OSMOSIS"
"7430","HYBRID SYSTEMS"
"7431","MUNICIPAL WASTEWATER"
"7432","NUTRIENTS"
"7433","ORGANICS"
"7434","SUB-SURFACE FLOW"
"7435","ANAEROBIC"
"7436","BER"
"7437","BIO-ELECTROCHEMICAL"
"7438","BIOLOGICAL DENITRIFICATION"
"7439","ARBITRARY LAGRANGIAN-EULERIAN (ALE)"
"7440","FLUID-STRUCTURE INTERACTION TECHNIQUES"
"7441","SURVIVABILITY"
"7442","AUTODYN"
"7443","HIGH-ENERGY EXPLOSIVES"
"7444","MITIGATION"
"7445","WATER BARRIERS"
"7446","APPI"
"7447","ON-LINE WATER ANALYSIS"
"7448","PGC"
"7449","AZOXYTRIAZOLONE"
"7450","WASTEWATER REMEDIATION"
"7451","16S RDNA"
"7452","ACTIVATED BIOMASS"
"7453","CATABOLIC POTENTIAL"
"7454","EFFLUENT TREATMENT PLANT (ETP)"
"7455","MICROBIAL DIVERSITY"
"7456","UNIDENTIFIED BACTERIA"
"7457","SALTING-OUT EFFECT"
"7458","TOLUENE EXTRACTION"
"7459","HUMIC ACIDS"
"7460","SODIUM CHLORIDE"
"7461","ION-EXCHANGE BRINE"
"7462","MEMBRANE BIOFILM REACTOR (MBFR)"
"7463","MICROBIAL ECOLOGY"
"7464","3,6-DIAZIDO-1,2,4,5-TETRAZINE"
"7465","B3LYP METHOD"
"7466","N-OXIDES OF 3,3?-AZO-BIS(6-AMINO-1,2,4,5-TETRAZINE)"
"7467","DEEP DESTRUCTION"
"7468","NITRITE"
"7469","TNT-HYDRIDE COMPLEXES"
"7470","YEAST"
"7471","CATABOLIC GENES"
"7472","METABOLOMICS"
"7473","METAGENOMICS"
"7474","METAPROTEOMICS"
"7475","METATRANSCRIPTOMICS"
"7476","MICROBIAL COMMUNITIES"
"7477","LIPID BIOMARKERS"
"7478","PLFA"
"7479","TPH"
"7480","NITRATED COMPOUNDS"
"7481","PHYLOGENETIC ANALYSIS"
"7482","PSEUDOMONAS"
"7483","TOXICITY TEST"
"7484","BIOFILM COMPOSITION"
"7485","DEGRADATION EFFICIENCY"
"7486","PACKED-BED REACTOR"
"7487","ACTIVATED SLUDGE"
"7488","BIO DEGRADATION"
"7489","LOGISTIC GROWTH MODEL"
"7490","PHANEROCHAETE CHRYSOSPORIUM"
"7491","BIOLOGICAL AERATED FILTER (BAF)"
"7492","NITRITE-OXIDIZING"
"7493","PCR-DGGE"
"7494","CHITIN"
"7495","CRAB SHELL"
"7496","ANALYTICAL INTERFERENCES"
"7497","BENEFICIAL BIODEGRADATION"
"7498","COLORIMETRIC METHODS"
"7499","MONITORING"
"7500","CABBAGE"
"7501","FT-IR SPECTROSCOPY"
"7502","SOIL BACTERIA"
"7503","ANTHRAQUINONEDISULPHONATE"
"7504","COMMUNITY DYNAMICS"
"7505","RIBOSOMAL INTERGENIC SPACER"
"7506","AROMATIC COMPOUNDS"
"7507","FUZZY LOGIC"
"7508","GROWTH KINETICS"
"7509","HYDRIDE COMPLEXES"
"7510","NITRITES"
"7511","CYTOCHROME P450"
"7512","HEXA-HYDRO-1,3,5-TRINITRO-1,3,5-TRIAZINE"
"7513","MÖSSBAUER SPECTROSCOPY"
"7514","CALCIUM IMAGING"
"7515","ISOLATED CILIA"
"7516","OLFACTORY SENSORY NEURON"
"7517","NEUTRON DETECTOR"
"7518","PILE-UP REJECTION"
"7519","AM-BE SOURCE"
"7520","POLYETHYLENE (PE)"
"7521","SIGNATURE COMPOUNDS"
"7522","BLACKBODY"
"7523","CLUSTERING"
"7524","DECISION-LEVEL FUSION"
"7525","EMISSIVITY NORMALIZATION, EXPECTATION MAXIMIZATION (EM)"
"7526","MULTISENSOR SYSTEMS"
"7527","VEGETATION MAPPING"
"7528","BIO-SYSTEMS"
"7529","GENETICALLY ENGINEERED"
"7530","LIFELONG LEARNING"
"7531","MULTIMODALITY LANDMINE DETECTION"
"7532","PARTIALLY OBSERVABLE MARKOV DECISION PROCESS"
"7533","SHALLOW BURIED MINE"
"7534","FDTD MODELING"
"7535","PEDOTRANSFER FUNCTIONS"
"7536","GAMMA RAY DETECTION"
"7537","GAMMA RAY SPECTROSCOPY"
"7538","INORGANIC SCINTILLATORS"
"7539","THERMAL NEUTRON CAPTURE GAMMA RAY ANALYSIS"
"7540","COMPACT NEUTRON/PROTON SOURCE"
"7541","HUMANITARIAN LANDMINE DETECTION"
"7542","INERTIAL- ELECTROSTATIC CONFINEMENT FUSION"
"7543","NEUTRON BACKSCATTER"
"7544","NEUTRON-CAPTURE GAMMA"
"7545","MINIATURE MASS SPECTROMETER"
"7546","LATERAL FLOW IMMUNOASSAY"
"7547","EWA ADAMKIEWICZ, TADEUSZ JEZIERSKI, ALEKSANDRA GORECKA-BRUZDA, MARTA WALCZAK, INSTITUTE OF GENETIC AND ANIMAL BREEDING, POLISH ACADEMY OF SCIENCES, JASTRZEBIEC, POLAND"
"7548","DOGS' HANDLERS"
"7549","DOGS' TRAINERS"
"7550","BIOLOGICAL SPECIMENS"
"7551","CANINE DISCRIMINATION"
"7552","CANINE TEAMS"
"7553","HUMAN ODOR"
"7554","PEROXIDE-BASED EXPLOSIONS"
"7555","DETECTOR CANINE"
"7556","ODOR"
"7557","SCENT COLLECTION"
"7558","EMPK"
"7559","VAPOUR SOURCE"
"7560","CONTAMINATION PREVENTION"
"7561","SAVE HANDLING"
"7562","FUNCTIONAL"
"7563","OLFACTORY MUCOSA"
"7564","SHEEP"
"7565","INTERSPECIES COMMUNICATION"
"7566","SCENT DETECTION"
"7567","NITROETHANE"
"7568","NITROPROPANE"
"7569","EARLY NEUROLOGICAL STIMULATION"
"7570","PUPPIES"
"7571","SOCIALIZATION"
"7572","WORKING DOGS"
"7573","CHEMICAL MECHANICAL POLISHING"
"7574","CMP"
"7575","SLURRY"
"7576","POLISHING PAD"
"7577","SCANNING ELECTRON MICROSCOPE"
"7578","SCANNING PROBE MICROSCOPE"
"7579","POST-CMP CLEANING"
"7580","PLANARIZATION SIMULATION"
"7581","ROV"
"7582","TREATMENT"
"7583","DEWATERABILITY"
"7584","EXPLOSIVE EXPLOSION SHOCKWAVE"
"7585","VISCOSITY"
"7586","ANILINE FORMATION"
"7587","NITROBENZENE REDUCTION"
"7588","ELECTROMAGNETIC THEORY"
"7589","INVERSE THEORY"
"7590","NEURAL NETWORKS, FUZZY LOGIC"
"7591","SELF-ORGANIZATION"
"7592","4-NITROPHENOL"
"7593","CONSTRUCTED WETLAND"
"7594","FENTON"
"7595","PHOTOFENTON"
"7596","TIO 2-PHOTOCATALYSIS"
"7597","JANOVSKY COMPLEX"
"7598","NMR SPECTRA"
"7599","AQUEOUS SOLUBILITY"
"7600","2,4,6-TRINITRORESORCINE (TNR)"
"7601","TNR/UV/TIO2/H2O 2"
"7602","BIOCONCENTRATION"
"7603","CYPRINODON VARIEGATUS"
"7604","SHEEPSHEAD MINNOW"
"7605","AMINO-DINITROTOLUENE"
"7606","LIZARD"
"7607","REPTILES"
"7608","CHEMICAL WARFARE"
"7609","EDXRF"
"7610","FNAA"
"7611","SEDIMENTS"
"7612","EQUILIBRIUM PARTITIONING"
"7613","MUNITION CONSTITUENTS"
"7614","SEDIMENT QUALITY BENCHMARKS"
"7615","SEDIMENT SCREENING"
"7616","AVIAN"
"7617","ECOTOXICOLOGY"
"7618","INTERSPECIES"
"7619","DIMETHYLAMINO-2-ETHYLAZIDE"
"7620","DMAZ"
"7621","MUTAGENICITY"
"7622","N,N,N',N'-TETRAMETHYLETHANEDIAMINE"
"7623","TMEDA"
"7624","ADSORPTIVE STRIPPING VOLTAMMETRY"
"7625","MULTI-WALLED CARBON NANOTUBE"
"7626","AVOIDANCE"
"7627","GRAZING BEHAVIOUR"
"7628","RANGELAND GRAZING"
"7629","BURN PAN"
"7630","LEAD"
"7631","ICE"
"7632","SNOW SURFACE"
"7633","CHLOROPHYLL FLUORESCENCE"
"7634","DROUGHT"
"7635","HYPERSPECTRAL REFLECTANCE"
"7636","SALINITY"
"7637","VOLCANIC SOIL"
"7638","NESSLER'S TEST"
"7639","RGB COLOR SYSTEM"
"7640","NANOSCALE IRON PARTICLES"
"7641","PASTURE/GRAZING"
"7642","PLANT ACCUMULATION"
"7643","SWITZERLAND"
"7644","TRACE ELEMENTS"
"7645","ADVECTION"
"7646","EXPLOSIVE RELATED CHEMICALS"
"7647","INFILTRATION"
"7648","LANDMINE BURIAL"
"7649","PREFERENTIAL FLOW PATHS"
"7650","PILE FOUNDATION"
"7651","SATURATED SOIL"
"7652","UNDERGROUND EXPLOSION"
"7653","BEST MANAGEMENT PRACTICE"
"7654","HAND GRENADE RANGE"
"7655","HYDRATED LIME"
"7656","RANGE MANAGEMENT"
"7657","PLANT TOXICITY"
"7658","BIOAVAILABILITY"
"7659","NATURAL SOILS"
"7660","ACCELERATED SOLVENT EXTRACTION"
"7661","POLAR NITROAROMATIC COMPOUNDS"
"7662","PRESSURIZED SOLVENT EXTRACTION"
"7663","SOIL PROPERTIES"
"7664","ULTRASONIC EXTRACTION"
"7665","CENTRAL COMPOSITE DESIGN"
"7666","FRACTIONAL FACTORIAL DESIGN"
"7667","SLURRY PHASE"
"7668","BIOACCESSIBILITY"
"7669","COMPOST"
"7670","MILITARY RANGE"
"7671","ELECTRO-FENTON"
"7672","LC-ESI-MS-MS"
"7673","ADVANCED OXIDATION PROCESS"
"7674","FENTON REACTION"
"7675","4-NITRO-2,4-DIAZABUTANAL"
"7676","RHODOCOCCUS"
"7677","XPLA"
"7678","MUNITIONS RESIDUES"
"7679","IONIC CHROMATOGRAPHY"
"7680","DINITROCRESOL"
"7681","DINITROPHENOL"
"7682","PESTICIDE"
"7683","FUGACITY"
"7684","SEDIMENT BUFFERING CAPACITY"
"7685","TEMPERATURE DEPENDENCE"
"7686","TNT DEGRADATION KINETICS"
"7687","PERSULFATE"
"7688","SULFATE RADICAL"
"7689","ANOXIC-OXIC PROCESS"
"7690","COMBINED PROCESS"
"7691","DEGRADATION MECHANISM"
"7692","ELECTROCATALYTIC REACTION"
"7693","DINITROTOLUENE WASTEWATER"
"7694","ENHANCED ELECTROCHEMICAL OXIDATION"
"7695","SN-SB-AG-MODIFIED CERAMIC PARTICULATES"
"7696","BAMBOO-CHARCOAL"
"7697","ORGANIC MATERIALS"
"7698","TNT RED WATER"
"7699","BIMETAL"
"7700","DEGRADATION REDUCTION"
"7701","2,4-DAT"
"7702","AMBR"
"7703","BOX-WILSON EXPERIMENTAL DESIGN"
"7704","10-PHENANTHROLINE"
"7705","COASTAL SECURITY"
"7706","EUROPIUM"
"7707","THENOYLTRIFLUOROACETONE"
"7708","HYDRAULIC CONDUCTIVITY"
"7709","KEYWORDS"
"7710","MILITARY TRAINING"
"7711","VADOSE ZONE"
"7712","HNS WASTEWATER"
"7713","IMMOBILIZED MICROBIAL TECHNOLOGY"
"7714","BIOTOXICITY"
"7715","NZVI"
"7716","REDUCTION"
"7717","TNTWASTEWATER"
"7718","ALMOND SHELL ACTIVATED CARBON"
"7719","LOW COST ADSORBENT"
"7720","MAGNETIC ACTIVATED CARBON"
"7721","TRINITROPHENOL REMOVAL"
"7722","NITROBENZENE COMPOUNDS"
"7723","PHENOTHIAZINE BONDED SILICA"
"7724","ANAEROBIC TREATMENT"
"7725","HPLC-NMR"
"7726","MONONITROTOLUENES"
"7727","POLAR METABOLITES"
"7728","2.4.6-TNT"
"7729","DANIO RERIO"
"7730","DAPHNIA SIMILIS"
"7731","ESCHERICHIA COLI"
"7732","EXPLOSIVES INDUSTRY"
"7733","PSEUDOKIRCHENERIELLA SUBCAPTATA"
"7734","PSEUDOMONAS PUTIDA"
"7735","NANOSTRUCTURED SILICA"
"7736","TRINITROGLYCERIN"
"7737","ZERO-VALENT IRON NANOPARTICLES"
"7738","BIOREACTOR"
"7739","DENITRIFICATION"
"7740","EFFLUENT"
"7741","THIOBACILLUS DENITRIFICANS"
"7742","BIOSORBENT"
"7743","LOW COST BIOLOGICAL WASTES"
"7744","MAIZE STEM"
"7745","RICE STEM"
"7746","LIGNITE ACTIVATED CARBON"
"7747","METAL IONS IMPREGNATION"
"7748","BACTERIUM BIOLUMINESCENCE ASSAY"
"7749","EXPLOSIVE WASTEWATER"
"7750","FRESHWATER LUMINESCENT BACTERIUM"
"7751","MODIFIED LIGNIN"
"7752","ACTIVATED COKE"
"7753","KEYWORDS MACROPOROUS RESIN TNT RED WATER COD ADSORPTION"
"7754","UV-VIS SPECTROSCOPY"
"7755","VACUUM DISTILLATION"
"7756","CUPROUS OXIDE"
"7757","DIATOMITE"
"7758","RED WATER"
"7759","WASTE TREATMENT"
"7760","DINITROTOLUENE SULFONATE"
"7761","NANOSCALE ZEROVALENT IRON (NZVI)"
"7762","MICROBIAL REDUCTION"
"7763","PAX-21"
"7764","SILICON SINGLE CRYSTAL"
"7765","INTEGRATED CIRCUIT"
"7766","PROCESS INTEGRATION"
"7767","FOOD CHAIN SAFETY"
"7768","REAL-TIME T-RFLP"
"7769","STABLE ISOTOPE PROBING"
"7770","BACTERIAL TRANSFORMATION"
"7771","MICRO-SHOCK WAVE"
"7772","NOVEL TRANSFORMATION METHOD"
"7773","OVINE"
"7774","RUMEN"
"7775","2,4,6 TRINITROTOLUENE"
"7776","BIOREMEDIATED SOIL"
"7777","MICROBIAL COMMUNITY"
"7778","QPCR"
"7779","BACTERIAL COMMUNITY"
"7780","BIODEGRADATION LIMITS"
"7781","CHEMOSTAT"
"7782","COLUMN"
"7783","MIXED CULTURE"
"7784","SOLVENT EXTRACTION"
"7785","FERRIHYDRITE"
"7786","AEROBIC DENITRIFICATION"
"7787","HETEROTROPHIC NITRIFICATION"
"7788","NITROPHENOLS"
"7789","SBR"
"7790","SND"
"7791","THIOSPHAERA PANTOTROPHA"
"7792","BIOSURFACTANT"
"7793","CYCLIC NITRAMINE EXPLOSIVES"
"7794","ELECTRON SHUTTLING"
"7795","FE(III) REDUCING MICROORGANISMS"
"7796","ABIOTIC REDUCTION"
"7797","ELECTRON DONOR"
"7798","IRON REDUCTION"
"7799","GREEN HOUSE STUDY"
"7800","BACILLUS MYCOIDES"
"7801","KINETIC EQUATION"
"7802","PATHWAY"
"7803","FE(II)"
"7804","IRON OXIDES AND HUMIC ACID"
"7805","AMMONIUM REMOVAL"
"7806","NITROBENZENE DEGRADATION"
"7807","TOXIC EFFECT"
"7808","METALS"
"7809","SOIL TREATMENT"
"7810","BEST MANAGEMENT PRACTICE."
"7811","AEROBIC GRANULES"
"7812","RECALCITRANT ORGANIC COMPOUNDS"
"7813","BIOREMEDIATION APPROACHES"
"7814","ELECTROBIOREMEDIATION"
"7815","GEMS"
"7816","LIMITATIONS"
"7817","RHIZOREMEDIATION"
"7818","INCORPORATION"
"7819","KAHANA BAY"
"7820","CABBAGE LEAF EXTRACT"
"7821","ENZYMATIC ACTIVITY"
"7822","MOLASSES"
"7823","TRANSGENIC PLANTS"
"7824","NITROREDUCTION"
"7825","16S RRNA"
"7826","LC-MS/MS"
"7827","PHYLOGENETICS"
"7828","2,4-DINITRO ANISOLE"
"7829","ANAEROBIC FLUIDIZED-BED BIOREACTORS"
"7830","ANAEROBIC TRANSFORMATION"
"7831","ETHANOL"
"7832","N-METHYL PARANITRO ANILINE"
"7833","XPLB"
"7834","REDOX POTENTIAL"
"7835","SOIL WATER CONTENT"
"7836","COMPOUND-SPECIFIC ISOTOPE ANALYSIS"
"7837","UNSATURATED ZONE"
"7838","AEROBIC BIODEGRADATION"
"7839","CO-SUBSTRATE"
"7840","ANAEROBIC DEGRADATION KINETIC"
"7841","ANAEROBIC METABOLITES"
"7842","IMMOBILIZED MICRO-ORGANISMS"
"7843","NITROREDUCTASE"
"7844","STREPTOMYCES"
"7845","DENITRATION"
"7846","SULFATE"
"7847","2001"
"7848","2003"
"7849","21ST CENTURY"
"7850","AFGHAN WAR"
"7851","APPROPRIATIONS AND EXPENDITURES"
"7852","CASUALTIES"
"7853","IRAQ WAR"
"7854","JOINT IMPROVISED EXPLOSIVE DEVICE DEFEAT ORGANIZATION (U.S.)"
"7855","PENTAGON (VA.)"
"7856","RULES AND PRACTICE"
"7857","TANOS CHAVEZ"
"7858","UNITED STATESDEPT OF DEFENSE"
"7859","ROOT CAUSE ANALYSIS"
"7860","ROOT CAUSE MAP"
"7861","SAFETY CULTURE"
"7862","SAFETY MANAGEMENT SYSTEM"
"7863","SMOKELESS POWDER DETONATION"
"7864","ACCIDENT MODEL"
"7865","ERODING SAFETY ARCHETYPE"
"7866","SAFETY MANAGEMENT"
"7867","DEFLAGRATION TEMPERATURE"
"7868","AIR BLAST WAVE"
"7869","VENTING AREAS"
"7870","VENTING DEVICE"
"7871","FIREWORKS AND CRACKERS"
"7872","SPHERE"
"7873","TARGET-SHOOTING METHOD"
"7874","THERMAL EXPLOSION MODEL"
"7875","BONDED SUGAR"
"7876","DIGITAL SPECKLE RADIOGRAPHY"
"7877","EXPLOSIVE REACTIVE ARMOUR"
"7878","EXPLOSIVE SIMULANT"
"7879","SUGAR MOCK"
"7880","DAMAGE OBSERVABLES"
"7881","EXPLOSIVE THREATS"
"7882","MATERIAL FAILURE MODES"
"7883","POST-BLAST INVESTIGATION"
"7884","CONCUSSION"
"7885","LOSS OR ALTERATION OF CONSCIOUSNESS"
"7886","ORIENTATION"
"7887","PATHOLOGY"
"7888","ANIMAL MODELS"
"7889","CIVILIAN"
"7890","INJURY MECHANISMS"
"7891","PATHOPHYSIOLOGY"
"7892","POST-TRAUMATIC STRESS DISORDER"
"7893","SHOCK TUBE"
"7894","KANDAHAR TRAUMA EXPERIENCE"
"7895","MEDICAL TRAUMA"
"7896","TRAUMATIC LIMB AMPUTATION"
"7897","WAR TRAUMA"
"7898","4-AMINODINITROTOLUENE"
"7899","APLASTIC ANEMIA"
"7900","BREATHING ZONE"
"7901","RETICULOCYTOSIS"
"7902","TIME WEIGHTED AVERAGE"
"7903","EYE"
"7904","FACE"
"7905","NIGHT VISION GOGGLE"
"7906","SURFACE WOUND MAPPING"
"7907","VISOR"
"7908","ANIMAL MODEL"
"7909","BRAIN INJURY"
